County Name,Median Home Price Q4 2023,Monthly Payment Q4 2023,Monthly Payment Q4 2022
"Pulaski County,  Kentucky","$169,390 ","$1,050 ",$920 
"Woodward County,  Oklahoma","$169,350 ","$1,040 ",$940 
"Essex County,  Vermont","$169,230 ","$1,040 ",$880 
"Missaukee County,  Michigan","$169,120 ","$1,040 ",$890 
"Blount County,  Alabama","$168,910 ","$1,040 ",$930 
"Wythe County,  Virginia","$168,850 ","$1,040 ",$910 
"Gallatin County,  Kentucky","$168,810 ","$1,040 ",$900 
"Coffee County,  Alabama","$168,800 ","$1,040 ",$940 
"Mecosta County,  Michigan","$168,790 ","$1,040 ",$890 
"Dakota County,  Nebraska","$168,790 ","$1,040 ",$920 
"Baldwin County,  Georgia","$168,770 ","$1,040 ",$900 
"Daniels County,  Montana","$168,700 ","$1,040 ",$940 
"Schley County,  Georgia","$168,660 ","$1,040 ",$900 
"Clearwater County,  Minnesota","$168,600 ","$1,040 ",$940 
"Kalkaska County,  Michigan","$168,570 ","$1,040 ",$890 
"St. Joseph County,  Michigan","$168,570 ","$1,040 ",$890 
"Stephens County,  Georgia","$168,550 ","$1,040 ",$900 
"Vermilion Parish,  Louisiana","$168,540 ","$1,040 ",$890 
"Juneau County,  Wisconsin","$168,510 ","$1,040 ",$890 
"Montgomery County,  Indiana","$168,450 ","$1,040 ",$910 
"Otero County,  New Mexico","$168,430 ","$1,040 ",$940 
"Calhoun County,  Michigan","$168,410 ","$1,040 ",$910 
"Crawford County,  Missouri","$168,380 ","$1,040 ",$910 
"Hawkins County,  Tennessee","$168,340 ","$1,040 ",$890 
"Pottawatomie County,  Oklahoma","$168,190 ","$1,040 ",$930 
"McDowell County,  North Carolina","$168,170 ","$1,040 ",$890 
"Delta County,  Texas","$168,150 ","$1,040 ",$950 
"Wyandot County,  Ohio","$168,000 ","$1,040 ",$900 
"LaSalle County,  Illinois","$167,920 ","$1,040 ",$910 
"Peoria County,  Illinois","$167,920 ","$1,040 ",$900 
"Barren County,  Kentucky","$167,890 ","$1,040 ",$910 
"Taylor County,  Kentucky","$167,890 ","$1,040 ",$910 
"Grant County,  Minnesota","$167,870 ","$1,040 ",$940 
"Gates County,  North Carolina","$167,840 ","$1,040 ",$890 
"Box Butte County,  Nebraska","$167,810 ","$1,040 ",$940 
"Newton County,  Arkansas","$167,790 ","$1,040 ",$930 
"Nobles County,  Minnesota","$167,770 ","$1,040 ",$940 
"Nodaway County,  Missouri","$167,740 ","$1,040 ",$910 
"Clark County,  Wisconsin","$167,740 ","$1,030 ",$890 
"Foster County,  North Dakota","$167,720 ","$1,030 ",$930 
"Mason County,  Kentucky","$167,670 ","$1,030 ",$910 
"Aleutians East Borough,  Alaska","$167,600 ","$1,030 ",$950 
"Phelps County,  Nebraska","$167,500 ","$1,030 ",$940 
"Preble County,  Ohio","$167,420 ","$1,030 ",$920 
"Oceana County,  Michigan","$167,350 ","$1,030 ",$880 
"Jones County,  Georgia","$167,270 ","$1,030 ",$930 
"Muscatine County,  Iowa","$167,230 ","$1,030 ",$920 
"Carroll County,  Indiana","$167,060 ","$1,030 ",$890 
"Lawrence County,  Tennessee","$167,060 ","$1,030 ",$910 
"Johnson County,  Tennessee","$166,950 ","$1,030 ",$910 
"Fall River County,  South Dakota","$166,940 ","$1,030 ",$920 
"Cedar County,  Nebraska","$166,880 ","$1,030 ",$930 
"Washington County,  Indiana","$166,860 ","$1,030 ",$920 
"Bradford County,  Florida","$166,780 ","$1,030 ",$890 
"York County,  Nebraska","$166,670 ","$1,030 ",$930 
"Overton County,  Tennessee","$166,520 ","$1,030 ",$910 
"Rhea County,  Tennessee","$166,310 ","$1,030 ",$900 
"Schuyler County,  New York","$166,280 ","$1,030 ",$880 
"Rosebud County,  Montana","$166,200 ","$1,030 ",$930 
"Cuming County,  Nebraska","$166,150 ","$1,030 ",$930 
"Ohio County,  West Virginia","$166,040 ","$1,020 ",$890 
"Hendry County,  Florida","$166,020 ","$1,020 ",$890 
"Big Horn County,  Montana","$166,000 ","$1,020 ",$930 
"Henderson County,  Kentucky","$165,980 ","$1,020 ",$910 
"Pendleton County,  Kentucky","$165,970 ","$1,020 ",$880 
"Wilkes County,  North Carolina","$165,970 ","$1,020 ",$880 
"Williamson County,  Illinois","$165,780 ","$1,020 ",$900 
"Ottawa County,  Kansas","$165,500 ","$1,020 ",$920 
"Polk County,  Georgia","$165,490 ","$1,020 ",$880 
"Unicoi County,  Tennessee","$165,490 ","$1,020 ",$870 
"Raleigh County,  West Virginia","$165,460 ","$1,020 ",$900 
"Merrick County,  Nebraska","$165,430 ","$1,020 ",$930 
"Boone County,  Arkansas","$165,280 ","$1,020 ",$920 
"Osage County,  Oklahoma","$165,190 ","$1,020 ",$900 
"Cherokee County,  Alabama","$165,160 ","$1,020 ",$920 
"Huron County,  Ohio","$165,160 ","$1,020 ",$880 
"Barnes County,  North Dakota","$165,100 ","$1,020 ",$920 
"Benton County,  Missouri","$165,080 ","$1,020 ",$900 
"Crawford County,  Arkansas","$165,030 ","$1,020 ",$900 
"Allamakee County,  Iowa","$165,030 ","$1,020 ",$910 
"Keith County,  Nebraska","$165,010 ","$1,020 ",$920 
"Hopewell city,  Virginia","$165,010 ","$1,020 ",$880 
"White County,  Indiana","$165,000 ","$1,020 ",$890 
"Fayette County,  Ohio","$164,950 ","$1,020 ",$880 
"Tate County,  Mississippi","$164,890 ","$1,020 ",$950 
"Sanilac County,  Michigan","$164,710 ","$1,020 ",$870 
"Broome County,  New York","$164,690 ","$1,020 ",$850 
"Mower County,  Minnesota","$164,640 ","$1,020 ",$920 
"Greene County,  Arkansas","$164,550 ","$1,020 ",$910 
"Lucas County,  Ohio","$164,530 ","$1,020 ",$880 
"Levy County,  Florida","$164,510 ","$1,020 ",$880 
"Beauregard Parish,  Louisiana","$164,380 ","$1,010 ",$870 
"Somerset County,  Maryland","$164,380 ","$1,010 ",$910 
"Sussex County,  Virginia","$164,360 ","$1,010 ",$880 
"Saginaw County,  Michigan","$164,220 ","$1,010 ",$850 
"DeKalb County,  Alabama","$164,120 ","$1,010 ",$920 
"Bledsoe County,  Tennessee","$164,070 ","$1,010 ",$890 
"Upshur County,  West Virginia","$164,070 ","$1,010 ",$890 
"Jefferson Davis Parish,  Louisiana","$163,950 ","$1,010 ",$870 
"Henry County,  Missouri","$163,900 ","$1,010 ",$890 
"Sioux County,  Nebraska","$163,870 ","$1,010 ",$920 
"Christian County,  Kentucky","$163,840 ","$1,010 ",$910 
"Leon County,  Texas","$163,760 ","$1,010 ",$920 
"Hardy County,  West Virginia","$163,750 ","$1,010 ",$890 
"Genesee County,  New York","$163,530 ","$1,010 ",$860 
"Alcona County,  Michigan","$163,490 ","$1,010 ",$860 
"Lowndes County,  Mississippi","$163,410 ","$1,010 ",$900 
"Harrison County,  Iowa","$163,350 ","$1,010 ",$880 
"Pershing County,  Nevada","$163,210 ","$1,010 ",$950 
"Mercer County,  Pennsylvania","$163,190 ","$1,010 ",$910 
"Madison County,  Arkansas","$163,100 ","$1,010 ",$860 
"Cortland County,  New York","$163,090 ","$1,010 ",$860 
"Warren County,  Indiana","$163,060 ","$1,010 ",$880 
"Cedar County,  Missouri","$162,940 ","$1,010 ",$890 
"Catron County,  New Mexico","$162,710 ","$1,000 ",$910 
"Baxter County,  Arkansas","$162,670 ","$1,000 ",$900 
"Delaware County,  Iowa","$162,610 ","$1,000 ",$900 
"Tioga County,  New York","$162,550 ","$1,000 ",$840 
"Putnam County,  Florida","$162,450 ","$1,000 ",$870 
"Iberia Parish,  Louisiana","$162,310 ","$1,000 ",$860 
"Bates County,  Missouri","$162,070 ","$1,000 ",$880 
"Owen County,  Kentucky","$162,000 ","$1,000 ",$880 
"Laclede County,  Missouri","$161,980 ","$1,000 ",$880 
"Rockingham County,  North Carolina","$161,920 ","$1,000 ",$890 
"Love County,  Oklahoma","$161,910 ","$1,000 ",$900 
"Liberty County,  Texas","$161,840 ","$1,000 ",$900 
"Murray County,  Georgia","$161,810 ","$1,000 ",$890 
"Saline County,  Nebraska","$161,790 ","$1,000 ",$900 
"Adams County,  Illinois","$161,720 ","$1,000 ",$880 
"DeWitt County,  Texas","$161,690 ","$1,000 ",$910 
"Grainger County,  Tennessee","$161,640 ","$1,000 ",$880 
"Gage County,  Nebraska","$161,580 ","$1,000 ",$900 
"Pierce County,  North Dakota","$161,540 ","$1,000 ",$900 
"Conejos County,  Colorado","$161,500 ","$1,000 ",$900 
"Randolph County,  Alabama","$161,310 ","$1,000 ",$900 
"White County,  Arkansas","$161,310 ","$1,000 ",$900 
"Freeborn County,  Minnesota","$161,210 ",$990 ,$900 
"Wexford County,  Michigan","$161,180 ",$990 ,$850 
"Gonzales County,  Texas","$161,070 ",$990 ,$910 
"Union County,  Indiana","$161,020 ",$990 ,$870 
"Marion County,  Missouri","$161,020 ",$990 ,$880 
"Trimble County,  Kentucky","$160,950 ",$990 ,$890 
"Mayes County,  Oklahoma","$160,860 ",$990 ,$890 
"Shelby County,  Iowa","$160,820 ",$990 ,$890 
"Defiance County,  Ohio","$160,810 ",$990 ,$860 
"Lewis County,  New York","$160,770 ",$990 ,$850 
"Somerset County,  Maine","$160,750 ",$990 ,$870 
"Stone County,  Arkansas","$160,680 ",$990 ,$890 
"Grady County,  Georgia","$160,680 ",$990 ,$850 
"Rowan County,  Kentucky","$160,500 ",$990 ,$870 
"Archer County,  Texas","$160,410 ",$990 ,$910 
"Franklin County,  Georgia","$160,350 ",$990 ,$850 
"Ashtabula County,  Ohio","$160,260 ",$990 ,$850 
"Petersburg city,  Virginia","$160,220 ",$990 ,$850 
"Grant County,  West Virginia","$160,220 ",$990 ,$870 
"Beadle County,  South Dakota","$160,200 ",$990 ,$880 
"Blair County,  Pennsylvania","$160,190 ",$990 ,$920 
"Matagorda County,  Texas","$160,150 ",$990 ,$900 
"Guthrie County,  Iowa","$160,130 ",$990 ,$890 
"Grant County,  New Mexico","$160,110 ",$990 ,$890 
"Pettis County,  Missouri","$160,060 ",$990 ,$870 
"Colbert County,  Alabama","$160,040 ",$990 ,$860 
"Buena Vista city,  Virginia","$159,930 ",$990 ,$860 
"Freestone County,  Texas","$159,840 ",$990 ,$900 
"Delaware County,  Oklahoma","$159,810 ",$990 ,$890 
"Warren County,  Tennessee","$159,800 ",$990 ,$870 
"Chickasaw County,  Iowa","$159,560 ",$980 ,$880 
"Anderson County,  Texas","$159,530 ",$980 ,$900 
"Calhoun County,  Alabama","$159,440 ",$980 ,$860 
"Harrison County,  Texas","$159,420 ",$980 ,$900 
"Jefferson County,  Texas","$159,410 ",$980 ,$930 
"Highland County,  Ohio","$159,390 ",$980 ,$850 
"Pickett County,  Tennessee","$159,370 ",$980 ,$870 
"Carter County,  Tennessee","$159,340 ",$980 ,$840 
"Indiana County,  Pennsylvania","$159,330 ",$980 ,$870 
"Houston County,  Tennessee","$159,260 ",$980 ,$870 
"Clay County,  Iowa","$159,240 ",$980 ,$880 
"Dyer County,  Tennessee","$158,940 ",$980 ,$860 
"Iberville Parish,  Louisiana","$158,920 ",$980 ,$940 
"Pope County,  Arkansas","$158,910 ",$980 ,$880 
"Douglas County,  Missouri","$158,890 ",$980 ,$860 
"Guernsey County,  Ohio","$158,850 ",$980 ,$850 
"Acadia Parish,  Louisiana","$158,800 ",$980 ,$840 
"Bryan County,  Oklahoma","$158,760 ",$980 ,$880 
"Pontotoc County,  Oklahoma","$158,760 ",$980 ,$880 
"Linn County,  Kansas","$158,750 ",$980 ,$860 
"Rusk County,  Wisconsin","$158,750 ",$980 ,$840 
"Petroleum County,  Montana","$158,620 ",$980 ,$890 
"Polk County,  Nebraska","$158,570 ",$980 ,$890 
"Rush County,  Indiana","$158,540 ",$980 ,$850 
"Union County,  Florida","$158,440 ",$980 ,$850 
"Vigo County,  Indiana","$158,400 ",$980 ,$850 
"Jackson County,  West Virginia","$158,300 ",$980 ,$860 
"Washington County,  Oklahoma","$158,240 ",$980 ,$880 
"Newton County,  Indiana","$158,200 ",$980 ,$860 
"Lawrence County,  Indiana","$158,000 ",$970 ,$850 
"Hand County,  South Dakota","$157,990 ",$970 ,$870 
"Iron County,  Wisconsin","$157,990 ",$970 ,$840 
"Roger Mills County,  Oklahoma","$157,920 ",$970 ,$880 
"Lamar County,  Texas","$157,670 ",$970 ,$890 
"Marion County,  West Virginia","$157,660 ",$970 ,$860 
"Greensville County,  Virginia","$157,570 ",$970 ,$850 
"Curry County,  New Mexico","$157,410 ",$970 ,$880 
"Wyoming County,  New York","$157,360 ",$970 ,$830 
"Doddridge County,  West Virginia","$157,340 ",$970 ,$860 
"Ashland County,  Wisconsin","$157,330 ",$970 ,$830 
"Jones County,  Mississippi","$157,310 ",$970 ,$870 
"Kingsbury County,  South Dakota","$157,250 ",$970 ,$870 
"Clayton County,  Iowa","$157,240 ",$970 ,$870 
"Lee County,  Illinois","$157,230 ",$970 ,$850 
"Washington County,  Illinois","$157,230 ",$970 ,$850 
"Comanche County,  Oklahoma","$157,220 ",$970 ,$840 
"De Soto Parish,  Louisiana","$157,080 ",$970 ,$840 
"Red Lake County,  Minnesota","$157,040 ",$970 ,$880 
"Beckham County,  Oklahoma","$156,980 ",$970 ,$870 
"Mitchell County,  Iowa","$156,930 ",$970 ,$870 
"Starke County,  Indiana","$156,820 ",$970 ,$850 
"Crawford County,  Georgia","$156,680 ",$970 ,$870 
"Chippewa County,  Michigan","$156,650 ",$970 ,$820 
"Adair County,  Missouri","$156,540 ",$970 ,$850 
"San Miguel County,  New Mexico","$156,470 ",$970 ,$870 
"Scotts Bluff County,  Nebraska","$156,390 ",$960 ,$870 
"Palo Pinto County,  Texas","$156,330 ",$960 ,$880 
"Fulton County,  New York","$156,260 ",$960 ,$820 
"Owen County,  Indiana","$156,220 ",$960 ,$880 
"Bosque County,  Texas","$156,220 ",$960 ,$880 
"Butler County,  Nebraska","$156,180 ",$960 ,$870 
"Muskogee County,  Oklahoma","$156,040 ",$960 ,$860 
"Marinette County,  Wisconsin","$156,010 ",$960 ,$830 
"Polk County,  Texas","$155,910 ",$960 ,$880 
"Washington County,  Ohio","$155,890 ",$960 ,$950 
"Richmond County,  Georgia","$155,860 ",$960 ,$850 
"Rusk County,  Texas","$155,660 ",$960 ,$860 
"Meriwether County,  Georgia","$155,640 ",$960 ,$850 
"Lawrence County,  Missouri","$155,580 ",$960 ,$850 
"Marion County,  Ohio","$155,580 ",$960 ,$830 
"Nacogdoches County,  Texas","$155,500 ",$960 ,$880 
"Wayne County,  Georgia","$155,430 ",$960 ,$830 
"Yakutat City and Borough,  Alaska","$155,340 ",$960 ,$880 
"Vernon Parish,  Louisiana","$155,300 ",$960 ,$820 
"Murray County,  Oklahoma","$155,300 ",$960 ,$860 
"Giles County,  Virginia","$155,140 ",$960 ,$820 
"Gladwin County,  Michigan","$155,110 ",$960 ,$820 
"Crawford County,  Pennsylvania","$155,080 ",$960 ,$850 
"Sandusky County,  Ohio","$155,030 ",$960 ,$830 
"Grant County,  Kansas","$155,010 ",$960 ,$860 
"Candler County,  Georgia","$154,670 ",$950 ,$820 
"Branch County,  Michigan","$154,670 ",$950 ,$810 
"Holt County,  Nebraska","$154,630 ",$950 ,$860 
"Gilliam County,  Oregon","$154,620 ",$950 ,$880 
"Fulton County,  Indiana","$154,450 ",$950 ,$830 
"Milam County,  Texas","$154,370 ",$950 ,$870 
"Martin County,  Minnesota","$154,330 ",$950 ,$860 
"Tyrrell County,  North Carolina","$154,120 ",$950 ,$820 
"Ralls County,  Missouri","$153,980 ",$950 ,$840 
"Decatur County,  Georgia","$153,900 ",$950 ,$820 
"Butler County,  Iowa","$153,880 ",$950 ,$850 
"Tift County,  Georgia","$153,790 ",$950 ,$820 
"Marion County,  Arkansas","$153,780 ",$950 ,$850 
"Oswego County,  New York","$153,750 ",$950 ,$810 
"Woods County,  Oklahoma","$153,730 ",$950 ,$850 
"Robertson County,  Kentucky","$153,650 ",$950 ,$830 
"Delta County,  Michigan","$153,560 ",$950 ,$810 
"Caldwell County,  Missouri","$153,500 ",$950 ,$830 
"Montgomery County,  North Carolina","$153,470 ",$950 ,$810 
"Howard County,  Missouri","$153,440 ",$950 ,$820 
"Martin County,  Indiana","$153,370 ",$950 ,$830 
"Texas County,  Oklahoma","$153,210 ",$950 ,$850 
"Cherokee County,  Iowa","$152,820 ",$940 ,$840 
"Cerro Gordo County,  Iowa","$152,720 ",$940 ,$840 
"Henry County,  Iowa","$152,720 ",$940 ,$840 
"Ransom County,  North Dakota","$152,650 ",$940 ,$850 
"Union County,  Mississippi","$152,470 ",$940 ,$840 
"Clinton County,  Iowa","$152,400 ",$940 ,$840 
"Montgomery County,  Kentucky","$152,360 ",$940 ,$830 
"Mineral County,  Nevada","$152,290 ",$940 ,$890 
"Ozark County,  Missouri","$152,160 ",$940 ,$830 
"Clarion County,  Pennsylvania","$152,110 ",$940 ,$830 
"Caswell County,  North Carolina","$152,040 ",$940 ,$800 
"Tunica County,  Mississippi","$151,900 ",$940 ,$880 
"Hardin County,  Tennessee","$151,900 ",$940 ,$830 
"Newberry County,  South Carolina","$151,790 ",$940 ,$810 
"Costilla County,  Colorado","$151,780 ",$940 ,$840 
"Campbell County,  Tennessee","$151,690 ",$940 ,$830 
"Cherokee County,  Oklahoma","$151,530 ",$930 ,$840 
"Grayson County,  Kentucky","$151,510 ",$930 ,$820 
"Yellow Medicine County,  Minnesota","$151,510 ",$930 ,$840 
"Marshall County,  Mississippi","$151,500 ",$930 ,$870 
"Hutchinson County,  South Dakota","$151,460 ",$930 ,$840 
"Carter County,  Oklahoma","$151,320 ",$930 ,$840 
"Bay County,  Michigan","$151,300 ",$930 ,$810 
"Langlade County,  Wisconsin","$151,300 ",$930 ,$800 
"Laurel County,  Kentucky","$151,290 ",$930 ,$820 
"Camp County,  Texas","$151,270 ",$930 ,$850 
"DeSoto County,  Florida","$151,180 ",$930 ,$810 
"Adams County,  Ohio","$151,110 ",$930 ,$810 
"Howell County,  Missouri","$151,100 ",$930 ,$820 
"Shannon County,  Missouri","$151,100 ",$930 ,$820 
"Wright County,  Missouri","$151,100 ",$930 ,$820 
"Aroostook County,  Maine","$151,030 ",$930 ,$820 
"Marion County,  Kentucky","$150,970 ",$930 ,$820 
"Johnson County,  Illinois","$150,920 ",$930 ,$820 
"Clinton County,  Indiana","$150,890 ",$930 ,$810 
"Mahoning County,  Ohio","$150,850 ",$930 ,$840 
"Columbiana County,  Ohio","$150,780 ",$930 ,$800 
"Tucker County,  West Virginia","$150,720 ",$930 ,$820 
"Ringgold County,  Iowa","$150,510 ",$930 ,$830 
"Henry County,  Tennessee","$150,510 ",$930 ,$820 
"McDuffie County,  Georgia","$150,410 ",$930 ,$820 
"Schuylkill County,  Pennsylvania","$150,410 ",$930 ,$820 
"Pike County,  Alabama","$150,380 ",$930 ,$840 
"Northwest Arctic Borough,  Alaska","$150,340 ",$930 ,$850 
"Red Willow County,  Nebraska","$150,260 ",$930 ,$840 
"Kearny County,  Kansas","$150,190 ",$930 ,$830 
"Dallas County,  Missouri","$150,150 ",$930 ,$810 
"Lunenburg County,  Virginia","$150,150 ",$930 ,$810 
"Clay County,  Alabama","$149,960 ",$930 ,$840 
"Edmunds County,  South Dakota","$149,880 ",$920 ,$830 
"Clark County,  Arkansas","$149,810 ",$920 ,$830 
"Noble County,  Ohio","$149,800 ",$920 ,$800 
"Carroll County,  Virginia","$149,610 ",$920 ,$810 
"Irion County,  Texas","$149,590 ",$920 ,$870 
"Russell County,  Alabama","$149,570 ",$920 ,$820 
"Greene County,  Pennsylvania","$149,560 ",$920 ,$820 
"Price County,  Wisconsin","$149,540 ",$920 ,$790 
"Warren County,  Mississippi","$149,520 ",$920 ,$830 
"Crawford County,  Michigan","$149,370 ",$920 ,$790 
"O'Brien County,  Iowa","$149,250 ",$920 ,$820 
"Upson County,  Georgia","$149,200 ",$920 ,$790 
"Grant County,  Arkansas","$149,140 ",$920 ,$820 
"Washington County,  Florida","$149,120 ",$920 ,$800 
"Osage County,  Kansas","$149,100 ",$920 ,$800 
"Golden Valley County,  North Dakota","$149,090 ",$920 ,$830 
"Lanier County,  Georgia","$149,070 ",$920 ,$870 
"Livingston County,  Missouri","$149,070 ",$920 ,$810 
"Henderson County,  Tennessee","$149,020 ",$920 ,$810 
"Pecos County,  Texas","$148,900 ",$920 ,$840 
"Jefferson County,  Iowa","$148,830 ",$920 ,$820 
"Henry County,  Illinois","$148,810 ",$920 ,$810 
"Perkins County,  Nebraska","$148,810 ",$920 ,$830 
"Garfield County,  Oklahoma","$148,810 ",$920 ,$820 
"Anderson County,  Kansas","$148,620 ",$920 ,$820 
"Marshall County,  South Dakota","$148,620 ",$920 ,$820 
"Lewis County,  Tennessee","$148,480 ",$920 ,$810 
"Crittenden County,  Arkansas","$148,380 ",$920 ,$860 
"Wichita County,  Texas","$148,290 ",$910 ,$850 
"Rock Island County,  Illinois","$148,270 ",$910 ,$800 
"Hinds County,  Mississippi","$148,200 ",$910 ,$840 
"Lincoln County,  Oklahoma","$148,170 ",$910 ,$820 
"Gadsden County,  Florida","$148,140 ",$910 ,$800 
"Martin County,  Texas","$148,070 ",$910 ,$830 
"Suwannee County,  Florida","$147,930 ",$910 ,$790 
"Monroe County,  West Virginia","$147,830 ",$910 ,$800 
"Scott County,  Indiana","$147,770 ",$910 ,$800 
"McLean County,  Kentucky","$147,760 ",$910 ,$810 
"Fremont County,  Iowa","$147,670 ",$910 ,$820 
"Noble County,  Oklahoma","$147,650 ",$910 ,$820 
"Greenup County,  Kentucky","$147,580 ",$910 ,$770 
"Davis County,  Iowa","$147,570 ",$910 ,$810 
"Dawes County,  Nebraska","$147,560 ",$910 ,$830 
"Live Oak County,  Texas","$147,560 ",$910 ,$830 
"Cottonwood County,  Minnesota","$147,550 ",$910 ,$820 
"Taylor County,  West Virginia","$147,510 ",$910 ,$800 
"Patrick County,  Virginia","$147,460 ",$910 ,$800 
"Cameron County,  Texas","$147,400 ",$910 ,$770 
"Charlotte County,  Virginia","$147,250 ",$910 ,$800 
"Perry County,  Indiana","$147,230 ",$910 ,$790 
"Polk County,  Tennessee","$147,210 ",$910 ,$740 
"Piscataquis County,  Maine","$147,190 ",$910 ,$800 
"Roscommon County,  Michigan","$147,170 ",$910 ,$770 
"Delaware County,  Indiana","$147,110 ",$910 ,$790 
"Graham County,  North Carolina","$146,990 ",$910 ,$780 
"Pope County,  Illinois","$146,970 ",$910 ,$800 
"Armstrong County,  Pennsylvania","$146,900 ",$910 ,$800 
"Navarro County,  Texas","$146,830 ",$910 ,$830 
"Marshall County,  Minnesota","$146,820 ",$910 ,$820 
"Kidder County,  North Dakota","$146,790 ",$910 ,$810 
"Mineral County,  West Virginia","$146,690 ",$910 ,$940 
"Young County,  Texas","$146,630 ",$900 ,$830 
"Dade County,  Missouri","$146,620 ",$900 ,$800 
"Haakon County,  South Dakota","$146,610 ",$900 ,$810 
"Douglas County,  Illinois","$146,540 ",$900 ,$800 
"Hill County,  Texas","$146,520 ",$900 ,$820 
"Carter County,  Montana","$146,460 ",$900 ,$820 
"Jackson County,  Minnesota","$146,410 ",$900 ,$820 
"Wabash County,  Indiana","$146,260 ",$900 ,$790 
"Cocke County,  Tennessee","$146,240 ",$900 ,$800 
"Fentress County,  Tennessee","$146,240 ",$900 ,$800 
"Prairie County,  Montana","$146,140 ",$900 ,$820 
"Clarendon County,  South Carolina","$146,120 ",$900 ,$780 
"Thomas County,  Nebraska","$146,010 ",$900 ,$820 
"Gallia County,  Ohio","$145,990 ",$900 ,$780 
"Vance County,  North Carolina","$145,900 ",$900 ,$770 
"Menominee County,  Michigan","$145,840 ",$900 ,$770 
"Potter County,  Texas","$145,810 ",$900 ,$810 
"Washington Parish,  Louisiana","$145,780 ",$900 ,$770 
"Monroe County,  Missouri","$145,760 ",$900 ,$790 
"Scotland County,  Missouri","$145,660 ",$900 ,$790 
"Montgomery County,  New York","$145,590 ",$900 ,$770 
"Lincoln County,  Minnesota","$145,370 ",$900 ,$810 
"Callahan County,  Texas","$145,300 ",$900 ,$750 
"Seneca County,  New York","$145,260 ",$900 ,$770 
"Buena Vista County,  Iowa","$145,250 ",$900 ,$800 
"Belmont County,  Ohio","$145,210 ",$900 ,$780 
"Chester County,  Tennessee","$145,040 ",$890 ,$790 
"Glacier County,  Montana","$144,900 ",$890 ,$810 
"Franklin County,  New York","$144,820 ",$890 ,$760 
"Jackson County,  Texas","$144,770 ",$890 ,$810 
"Chippewa County,  Minnesota","$144,740 ",$890 ,$810 
"Somerset County,  Pennsylvania","$144,680 ",$890 ,$790 
"Washington County,  Maine","$144,620 ",$890 ,$790 
"Atascosa County,  Texas","$144,570 ",$890 ,$820 
"Redwood County,  Minnesota","$144,530 ",$890 ,$810 
"Claiborne County,  Tennessee","$144,530 ",$890 ,$790 
"Graves County,  Kentucky","$144,440 ",$890 ,$780 
"Golden Valley County,  Montana","$144,380 ",$890 ,$810 
"Huntington County,  Indiana","$144,320 ",$890 ,$780 
"Wayne County,  Indiana","$144,320 ",$890 ,$780 
"Laurens County,  Georgia","$144,280 ",$890 ,$770 
"Meade County,  Kansas","$144,210 ",$890 ,$800 
"Talladega County,  Alabama","$144,140 ",$890 ,$800 
"Boyd County,  Kentucky","$144,010 ",$890 ,$750 
"Renville County,  Minnesota","$144,010 ",$890 ,$800 
"Colfax County,  New Mexico","$143,990 ",$890 ,$800 
"Sierra County,  New Mexico","$143,990 ",$890 ,$800 
"Pontotoc County,  Mississippi","$143,840 ",$890 ,$790 
"Panola County,  Texas","$143,840 ",$890 ,$810 
"Chilton County,  Alabama","$143,760 ",$890 ,$790 
"Washington County,  Alabama","$143,720 ",$890 ,$800 
"Dickinson County,  Kansas","$143,690 ",$890 ,$800 
"Logan County,  Kentucky","$143,690 ",$890 ,$780 
"Henry County,  Alabama","$143,650 ",$890 ,$770 
"Madison County,  Texas","$143,530 ",$890 ,$810 
"Potter County,  Pennsylvania","$143,510 ",$890 ,$790 
"Jennings County,  Indiana","$143,460 ",$890 ,$770 
"Titus County,  Texas","$143,330 ",$880 ,$810 
"Kanawha County,  West Virginia","$143,310 ",$880 ,$790 
"Clay County,  Kansas","$143,270 ",$880 ,$790 
"Lewis County,  West Virginia","$143,240 ",$880 ,$780 
"Halifax County,  Virginia","$143,160 ",$880 ,$770 
"Pike County,  Ohio","$143,050 ",$880 ,$760 
"Marshall County,  Oklahoma","$143,040 ",$880 ,$790 
"Assumption Parish,  Louisiana","$142,930 ",$880 ,$760 
"McHenry County,  North Dakota","$142,920 ",$880 ,$790 
"Cherokee County,  Texas","$142,910 ",$880 ,$800 
"Val Verde County,  Texas","$142,910 ",$880 ,$800 
"Huron County,  Michigan","$142,860 ",$880 ,$750 
"Williams County,  Ohio","$142,830 ",$880 ,$760 
"Lawrence County,  Ohio","$142,780 ",$880 ,$740 
"Lyon County,  Kansas","$142,740 ",$880 ,$790 
"Clark County,  South Dakota","$142,720 ",$880 ,$790 
"Evans County,  Georgia","$142,640 ",$880 ,$760 
"Heard County,  Georgia","$142,640 ",$880 ,$780 
"Cherry County,  Nebraska","$142,580 ",$880 ,$800 
"Houghton County,  Michigan","$142,530 ",$880 ,$750 
"Schoolcraft County,  Michigan","$142,420 ",$880 ,$750 
"Herkimer County,  New York","$142,410 ",$880 ,$760 
"Bland County,  Virginia","$142,410 ",$880 ,$770 
"Daviess County,  Missouri","$142,350 ",$880 ,$770 
"Des Moines County,  Iowa","$142,310 ",$880 ,$790 
"Pittsburg County,  Oklahoma","$142,310 ",$880 ,$790 
"Brown County,  Texas","$142,290 ",$880 ,$800 
"Clay County,  Texas","$142,280 ",$880 ,$810 
"Karnes County,  Texas","$142,190 ",$880 ,$800 
"Sedgwick County,  Colorado","$142,160 ",$880 ,$790 
